	CREBBP	CREBBP.1	CREBBP.2	PBX3	RAD21	RAD21.1	CTCF	ELF3	KLF5	ZEB1	PHF8	NMYC	NMYC.1	NMYC.2	BCL6	BCL6.1	BCL6.2	JUN	JUND	ZNF217	ESRRB	EZH1	EZH2	EED	SUZ12	MYC	MYC.1	MYC.2	TP53	PCDH7	BMI1	FUS	TAF15	NANOG	NANOG.1	NANOG.2	NANOG.3	NANOG.4	GATA2	RUNX1	TAL1	GATA2.1	GATA2.2	FOXP1
ZFP322A_24550733_ChIP-Seq_MESCs_Mouse	0.556901596	0.540890957	0.559154255	0.541228723	0.591736702	0.590295213	0.571678191	0.56025266	0.550835106	0.567015957	0.530585106	0.583837766	0.575704787	0.58712766	0.483114362	0.465547872	0.506585106	0.523590426	0.507212766	0.529234043	0.537367021	0.499606383	0.492601064	0.503039894	0.505875	0.511414894	0.491204787	0.466981383	0.528547872	0.516042553	0.584651596	0.594904255	0.60687766	0.546837766	0.541728723	0.56337234	0.553388298	0.583797872	0.507880319	0.592079787	0.583880319	0.554776596	0.557643617	0.601534574
ESR1_15608294_ChIP-ChIP_MCF-7_Human	0.541979167	0.526488095	0.529592262	0.585544643	0.575276786	0.567767857	0.53721131	0.582708333	0.572970238	0.574583333	0.609369048	0.5308125	0.527095238	0.507068452	0.499095238	0.512264881	0.512232143	0.577235119	0.595297619	0.588449405	0.563145833	0.543860119	0.559827381	0.545732143	0.56085119	0.554744048	0.534047619	0.553803571	0.562997024	0.5565625	0.544666667	0.481511905	0.48402381	0.556651786	0.547196429	0.546098214	0.580657738	0.555092262	0.541863095	0.54758631	0.549815476	0.55947619	0.552919643	0.546824405
KLF5_18264089_ChIP-ChIP_MESCs_Mouse	0.37734322	0.382720339	0.394264831	0.448966102	0.498449153	0.495061441	0.476841102	0.412319915	0.402877119	0.412199153	0.420372881	0.426741525	0.43546822	0.404057203	0.367483051	0.394423729	0.392141949	0.446192797	0.442631356	0.469317797	0.461599576	0.358461864	0.361669492	0.343519068	0.366597458	0.401059322	0.412569915	0.422025424	0.427777542	0.452930085	0.48954661	0.435680085	0.445334746	0.437819915	0.426442797	0.49578178	0.444934322	0.472385593	0.411408898	0.456690678	0.465614407	0.514521186	0.52634322	0.442881356
KLF2_18264089_ChIP-ChIP_MESCs_Mouse	0.37734322	0.382720339	0.394264831	0.448966102	0.498449153	0.495061441	0.476841102	0.412319915	0.402877119	0.412199153	0.420372881	0.426741525	0.43546822	0.404057203	0.367483051	0.394423729	0.392141949	0.446192797	0.442631356	0.469317797	0.461599576	0.358461864	0.361669492	0.343519068	0.366597458	0.401059322	0.412569915	0.422025424	0.427777542	0.452930085	0.48954661	0.435680085	0.445334746	0.437819915	0.426442797	0.49578178	0.444934322	0.472385593	0.411408898	0.456690678	0.465614407	0.514521186	0.52634322	0.442881356
KLF4_18264089_ChIP-ChIP_MESCs_Mouse	0.37734322	0.382720339	0.394264831	0.448966102	0.498449153	0.495061441	0.476841102	0.412319915	0.402877119	0.412199153	0.420372881	0.426741525	0.43546822	0.404057203	0.367483051	0.394423729	0.392141949	0.446192797	0.442631356	0.469317797	0.461599576	0.358461864	0.361669492	0.343519068	0.366597458	0.401059322	0.412569915	0.422025424	0.427777542	0.452930085	0.48954661	0.435680085	0.445334746	0.437819915	0.426442797	0.49578178	0.444934322	0.472385593	0.411408898	0.456690678	0.465614407	0.514521186	0.52634322	0.442881356
SALL1_21062744_ChIP-ChIP_HESCs_Human	0.570349432	0.551289773	0.562826705	0.541769886	0.579497159	0.597400568	0.601056818	0.576042614	0.553525568	0.545411932	0.592107955	0.604835227	0.626201705	0.619622159	0.539886364	0.558673295	0.558380682	0.56003125	0.554423295	0.548849432	0.563443182	0.48646875	0.510267045	0.527144886	0.528928977	0.639491477	0.594215909	0.582869318	0.551085227	0.592627841	0.6405	0.626042614	0.613764205	0.568730114	0.565346591	0.550178977	0.578230114	0.589590909	0.553477273	0.580451705	0.601866477	0.585303977	0.610315341	0.668366477
ZNF652_21678463_ChIP-ChIP_ZR75-1_Human	0.507053125	0.546725	0.543884375	0.542740625	0.57651875	0.57535	0.564275	0.532321875	0.5126625	0.532753125	0.579321875	0.548928125	0.53588125	0.59101875	0.520115625	0.524571875	0.51409375	0.560815625	0.59188125	0.59508125	0.509884375	0.550171875	0.575209375	0.563309375	0.5632375	0.54269375	0.559521875	0.552184375	0.509034375	0.593109375	0.536334375	0.53579375	0.522378125	0.52570625	0.52145625	0.53496875	0.537409375	0.537059375	0.607878125	0.49924375	0.488565625	0.494334375	0.512684375	0.572334375
PRDM16_22522345_ChIP-ChIP_PALATE_MESENCHYMAL_Mouse	0.609209091	0.584847727	0.585579545	0.559938636	0.528836364	0.527795455	0.518863636	0.506956818	0.504502273	0.500286364	0.541886364	0.540397727	0.54915	0.559852273	0.535172727	0.541965909	0.542181818	0.516425	0.522052273	0.509072727	0.52965	0.53195	0.522077273	0.530445455	0.500525	0.587406818	0.579259091	0.531909091	0.539625	0.529379545	0.528879545	0.520172727	0.527002273	0.535163636	0.530979545	0.502179545	0.551945455	0.556309091	0.509745455	0.552352273	0.539581818	0.549395455	0.530952273	0.567227273
SMAD_19615063_ChIP-ChIP_OVARY_Human	0.426743056	0.452372685	0.421675926	0.539939815	0.473583333	0.472541667	0.441810185	0.524236111	0.538974537	0.520974537	0.525347222	0.42543287	0.47205787	0.484803241	0.410858796	0.44719213	0.458773148	0.547983796	0.552032407	0.517886574	0.544305556	0.428900463	0.448159722	0.43293287	0.442724537	0.589256944	0.517645833	0.504844907	0.561548611	0.570203704	0.560928241	0.510472222	0.5245	0.463159722	0.458520833	0.519314815	0.510259259	0.510956019	0.480625	0.416875	0.388194444	0.459990741	0.481064815	0.591298611
CDKN2AIP_20523734_ChIP-Seq_CORTICAL_Neurons	0.487703358	0.496414179	0.50975	0.440397388	0.52955597	0.514201493	0.534843284	0.477774254	0.496257463	0.489733209	0.500149254	0.538166045	0.558858209	0.563776119	0.524942164	0.508115672	0.482328358	0.517022388	0.506115672	0.539692164	0.498261194	0.497628731	0.494300373	0.497837687	0.514755597	0.525774254	0.430837687	0.482003731	0.479070896	0.495557836	0.52636194	0.619158582	0.58979291	0.505748134	0.501794776	0.505027985	0.533856343	0.528979478	0.486095149	0.53904291	0.548199627	0.543227612	0.558251866	0.567257463
IGF1R_20145208_ChIP-Seq_DFB_Human	0.46733631	0.450842262	0.46639881	0.376035714	0.424434524	0.4315	0.427598214	0.359598214	0.372255952	0.373866071	0.404190476	0.462553571	0.475520833	0.46071131	0.421529762	0.459229167	0.429422619	0.352598214	0.374190476	0.393982143	0.378848214	0.414202381	0.40846131	0.396342262	0.396348214	0.442952381	0.438196429	0.430970238	0.402627976	0.411949405	0.430386905	0.491610119	0.52289881	0.446157738	0.450095238	0.4471875	0.419610119	0.460761905	0.425928571	0.425428571	0.430181548	0.419372024	0.43677381	0.48839881
BCAT_22108803_ChIP-Seq_LS180_Human	0.436055351	0.438697878	0.437989391	0.473047048	0.456765221	0.452714945	0.439644373	0.430843635	0.443601937	0.443787823	0.460777675	0.462357472	0.467383764	0.463517066	0.420098708	0.441522601	0.435198339	0.429581642	0.443639299	0.454535055	0.431719096	0.429858856	0.423677122	0.416060424	0.419762454	0.454869004	0.444864852	0.438756919	0.468656827	0.451050277	0.465053044	0.48690452	0.493511531	0.450002306	0.450964022	0.458664668	0.473792897	0.471347786	0.455523063	0.438799815	0.448438653	0.468256458	0.459062731	0.482011531
DMRT1_21621532_ChIP-ChIP_FETAL_Ovary	0.584308511	0.569316489	0.567327128	0.560827128	0.622380319	0.603462766	0.637715426	0.583090426	0.565734043	0.56712234	0.577425532	0.611284574	0.620521277	0.613920213	0.618773936	0.613968085	0.62037234	0.602638298	0.594513298	0.587609043	0.571441489	0.589957447	0.576207447	0.591664894	0.590941489	0.590507979	0.585226064	0.597890957	0.599885638	0.610468085	0.561023936	0.59868617	0.600425532	0.591617021	0.595792553	0.559989362	0.598632979	0.609308511	0.609906915	0.577316489	0.583207447	0.612664894	0.587343085	0.594409574
ELF1_17652178_ChIP-ChIP_JURKAT_Human	0.623003676	0.635330882	0.644895221	0.651523897	0.584606618	0.600784926	0.6684375	0.650867647	0.646845588	0.638125	0.639068015	0.670560662	0.65009375	0.644262868	0.652836397	0.679764706	0.667084559	0.621961397	0.616373162	0.625759191	0.578404412	0.716240809	0.710169118	0.710685662	0.716108456	0.645253676	0.647757353	0.640696691	0.616667279	0.594988971	0.583674632	0.637295956	0.608909926	0.653450368	0.659463235	0.659318015	0.599084559	0.664713235	0.594259191	0.636492647	0.610413603	0.620132353	0.597380515	0.586490809
NOTCH1_17114293_ChIP-ChIP_T-ALL_Human	0.665117647	0.6749375	0.659926471	0.618233456	0.642582721	0.647378676	0.672738971	0.667233456	0.663338235	0.647897059	0.685466912	0.659797794	0.618876838	0.643806985	0.6780625	0.688761029	0.676867647	0.663003676	0.643634191	0.606428309	0.628395221	0.699709559	0.689266544	0.688571691	0.688900735	0.651262868	0.647878676	0.646698529	0.630889706	0.641994485	0.629209559	0.646112132	0.625354779	0.670242647	0.674033088	0.677183824	0.654604779	0.641363971	0.615474265	0.613992647	0.603931985	0.600827206	0.588125	0.567305147
CHD7_19251738_ChIP-ChIP_MESCs_Mouse	0.497333333	0.484128086	0.505128086	0.517935185	0.560033951	0.558743827	0.54454321	0.522268519	0.514354938	0.515830247	0.527351852	0.421219136	0.431646605	0.420626543	0.462785494	0.441095679	0.475509259	0.487524691	0.485824074	0.489313272	0.554128086	0.495270062	0.495177469	0.507669753	0.489878086	0.527103395	0.521283951	0.513260802	0.484189815	0.517126543	0.504226852	0.522396605	0.507458333	0.495518519	0.493237654	0.51042284	0.509714506	0.512503086	0.472398148	0.464131173	0.446604938	0.453384259	0.485740741	0.457643519
TRP63_18441228_ChIP-ChIP_KERATINOCYTES_Mouse	0.453118421	0.470324561	0.456756579	0.58254386	0.570190789	0.564671053	0.524513158	0.610780702	0.646942982	0.629872807	0.580993421	0.497160088	0.480921053	0.504037281	0.444813596	0.432504386	0.476436404	0.577833333	0.587857456	0.638537281	0.614276316	0.501942982	0.522822368	0.502491228	0.523914474	0.631258772	0.558539474	0.575096491	0.603855263	0.596416667	0.609837719	0.456203947	0.481296053	0.526682018	0.525870614	0.55045614	0.554868421	0.573313596	0.550116228	0.485837719	0.530287281	0.587745614	0.568940789	0.569960526
IKZF1_21737484_ChIP-ChIP_HCT116_Human	0.398605392	0.376284314	0.387990196	0.40897549	0.42927451	0.414745098	0.405794118	0.425558824	0.414622549	0.436965686	0.390394608	0.439595588	0.425154412	0.442404412	0.438791667	0.429426471	0.461487745	0.422007353	0.428379902	0.442301471	0.430852941	0.424794118	0.413894608	0.425860294	0.417955882	0.387411765	0.425715686	0.426181373	0.412056373	0.399693627	0.437029412	0.421362745	0.443588235	0.396232843	0.394134804	0.42307598	0.433897059	0.4495	0.423186275	0.456573529	0.46120098	0.45967402	0.445671569	0.459710784
MYBL1_21750041_ChIP-ChIP_SPERMATOCYTES_Mouse	0.626546154	0.625440385	0.625503846	0.586807692	0.608225	0.615326923	0.637190385	0.598240385	0.622382692	0.606388462	0.592551923	0.636080769	0.588896154	0.628640385	0.621896154	0.579780769	0.594325	0.583021154	0.56495	0.587048077	0.571617308	0.616334615	0.636290385	0.638255769	0.634836538	0.539834615	0.565611538	0.618067308	0.612438462	0.587151923	0.568563462	0.564930769	0.568211538	0.603607692	0.599196154	0.592215385	0.572461538	0.577136538	0.587667308	0.588740385	0.580665385	0.556278846	0.525373077	0.510013462
CTNNB1_24651522_ChIP-Seq_LGR5+_INTESTINAL_STEM_Human	0.396645221	0.38890625	0.401055147	0.411886029	0.483792279	0.496801471	0.448288603	0.381569853	0.372558824	0.382084559	0.380106618	0.409400735	0.418229779	0.419362132	0.436580882	0.418615809	0.412972426	0.375860294	0.398590074	0.467821691	0.427163603	0.396854779	0.403832721	0.395645221	0.419115809	0.414564338	0.418387868	0.423316176	0.392215074	0.394487132	0.457316176	0.448615809	0.478792279	0.404159926	0.403466912	0.412163603	0.418626838	0.440542279	0.433643382	0.431299632	0.433189338	0.444832721	0.490327206	0.459652574
TP63_19390658_ChIP-ChIP_HaCaT_Human	0.560852011	0.567331897	0.555787356	0.556	0.605356322	0.557020115	0.599864943	0.494969828	0.510869253	0.524420977	0.567787356	0.608691092	0.60150431	0.596512931	0.51066954	0.517798851	0.528844828	0.542362069	0.544257184	0.550298851	0.525810345	0.526567529	0.524020115	0.521113506	0.527579023	0.539772989	0.564553161	0.552553161	0.537635057	0.536316092	0.577846264	0.539795977	0.52825	0.562827586	0.562670977	0.567027299	0.583823276	0.578408046	0.552153736	0.530738506	0.520837644	0.55346408	0.551423851	0.547689655
THRA_23701648_ChIP-Seq_CEREBELLUM_Mouse	0.478723118	0.468623656	0.479448925	0.511759409	0.500922043	0.511158602	0.48646371	0.485073925	0.484419355	0.468650538	0.449051075	0.490439516	0.516193548	0.519583333	0.488630376	0.49888172	0.492020161	0.513353495	0.500865591	0.518677419	0.468466398	0.489549731	0.508829301	0.498995968	0.513028226	0.442465054	0.443784946	0.461823925	0.487141129	0.471455645	0.524899194	0.451307796	0.468919355	0.47172043	0.469465054	0.479379032	0.481518817	0.473041667	0.520975806	0.499107527	0.489452957	0.515400538	0.52465457	0.517267473
FOXA1_21572438_ChIP-Seq_LNCaP_Human	0.485220112	0.48191127	0.480502491	0.487511519	0.482743929	0.48371731	0.48067637	0.495019614	0.489867528	0.492370019	0.489752802	0.484904265	0.500572229	0.482243618	0.483922167	0.485357565	0.49458297	0.479144614	0.484521326	0.495189134	0.503359433	0.487618929	0.481577522	0.482591065	0.480945828	0.495410648	0.495104141	0.494464197	0.490256382	0.487116127	0.489048724	0.508194894	0.507424813	0.508912983	0.509053861	0.511463263	0.503801681	0.510564446	0.496699097	0.482868151	0.48655495	0.48641594	0.488385741	0.501352117
PPARD_23176727_ChIP-Seq_KERATINOCYTES_Mouse	0.429179167	0.413573611	0.427772222	0.506918056	0.472826389	0.490097222	0.420506944	0.4419	0.460680556	0.445661111	0.461748611	0.432794444	0.445058333	0.449172222	0.437195833	0.443843056	0.466434722	0.500138889	0.501347222	0.458895833	0.492154167	0.4347125	0.442073611	0.438580556	0.427706944	0.489401389	0.449184722	0.4414375	0.479959722	0.5225	0.518155556	0.465069444	0.502440278	0.434925	0.434016667	0.455697222	0.464333333	0.466316667	0.447772222	0.451547222	0.469098611	0.541533333	0.513045833	0.555030556
