	CREBBP	CREBBP.1	CREBBP.2	PBX3	RAD21	RAD21.1	CTCF	ELF3	KLF5	ZEB1	PHF8	NMYC	NMYC.1	NMYC.2	BCL6	BCL6.1	BCL6.2	JUN	JUND	ZNF217	ESRRB	EZH1	EZH2	EED	SUZ12	MYC	MYC.1	MYC.2	TP53	PCDH7	BMI1	FUS	TAF15	NANOG	NANOG.1	NANOG.2	NANOG.3	NANOG.4	GATA2	RUNX1	TAL1	GATA2.1	GATA2.2	FOXP1
CTCF_26484167_Chip.Seq_Bcells_Mouse	0.459817478011613	0.456760173457138	0.454376934447248	0.492911123633127	0.446053278454239	0.443667017827539	0.462732113253465	0.494947040040506	0.468900131481164	0.452260251039191	0.453967464536835	0.475021845472883	0.454170811181616	0.461420404896653	0.441203338478248	0.471872912430278	0.471668830797625	0.5025271333023	0.492600305428294	0.447967758531984	0.439085266759765	0.44412401695372	0.442760532784542	0.438720957770863	0.443166082759634	0.505797176013262	0.448863218756891	0.457744812210599	0.45059705514859	0.439017566210158	0.446196927750692	0.463642109905187	0.461381940531315	0.473951049807678	0.462685155694931	0.454605189014381	0.458716874504904	0.45935664061543	0.450492768535986	0.449495879984647	0.435909384161828	0.442124114952103	0.432619905104899	0.460536051155156
CTCF_27219007_Chip.Seq_Bcells_Human	0.575445653671305	0.571533512151244	0.573417015793781	0.551847523966192	0.556597570561494	0.550645284150304	0.553839209743685	0.56331175092988	0.541672649773506	0.554488221518115	0.551745176373346	0.567492200351693	0.567086699675048	0.568240642447915	0.558044050792931	0.567092615252465	0.569784608153773	0.5551309935739	0.549363224556939	0.556477395201089	0.551013022373848	0.569321329303177	0.569873260779722	0.567127622505125	0.569919531940066	0.550759138756756	0.540661004999878	0.540137678986734	0.542507718613	0.545250277545927	0.550082412907304	0.537975494923138	0.537839598713159	0.576291986418483	0.572443943826325	0.567410354691539	0.571876777712049	0.571944847369999	0.559160636289231	0.559429997649976	0.535413401619085	0.534093336466699	0.524926703564743	0.553054706935812
CTCF_27219007_Chip.Seq_ERYTHROID_Human	0.492333232694275	0.492962813868062	0.494823126855533	0.5240985256378	0.48017553129036	0.481079605494893	0.494783290561734	0.522407370133682	0.491662054043174	0.479239504184908	0.490621530049145	0.520208155118335	0.499770291350073	0.504434827823345	0.485216206242976	0.504957647729751	0.498082658212986	0.540813247454671	0.524725339237491	0.48977163320418	0.4810859793019	0.492030560727285	0.484138948992771	0.485594944564652	0.492452406112145	0.522276371626495	0.481799258625606	0.488603633069994	0.477755832872071	0.480975527935725	0.477984283533773	0.494943977591036	0.49164192623157	0.528825961522334	0.519620926214797	0.504190191046478	0.51240627987722	0.512250876398464	0.492417098575957	0.494095254868414	0.473735134772472	0.459728861604522	0.449417970781127	0.497572334322951
ELF3_26769127_Chip.Seq_PDAC.Cell_line_Human	0.422116438850218	0.422161701590507	0.42801240667941	0.455415749990983	0.400973419410683	0.406599704259386	0.400249756554983	0.442298842283695	0.400443340426299	0.365638907923684	0.400679211598803	0.43288761856674	0.415967378367656	0.425971075125329	0.408586305766942	0.440644498142605	0.420623129079958	0.467570869549537	0.445265445233888	0.387419663144228	0.374226656327767	0.418420763155047	0.41608197785552	0.422459966819346	0.422651386734952	0.445861074043351	0.395057074331879	0.406484203123309	0.351201356078912	0.360663613084719	0.372486565441627	0.40616979839146	0.400776319111336	0.433716052944783	0.424804883326721	0.411330562267826	0.420814909654849	0.4203095358315	0.399854654308075	0.398767897717027	0.393073538428247	0.363797561943232	0.366561835034443	0.406725123525805
KLF5_18264089_ChIP.ChIP_MESCs_Mouse	0.560469761675162	0.54900537264086	0.548797355007577	0.522640859622538	0.470618542498967	0.464375258300041	0.471818432290949	0.497826146852184	0.489592230334757	0.479544014327042	0.532886072461772	0.501650365064058	0.496922441107591	0.495310648849704	0.501713734674198	0.539435183909629	0.511454745832759	0.52715387794462	0.509590852734536	0.489729990356798	0.518733985397438	0.505717040914727	0.507211737153878	0.500075768012123	0.511016668962667	0.491737153877945	0.509275382284061	0.520515222482436	0.48500068880011	0.483789778206365	0.420588235294118	0.497540983606557	0.50023005923681	0.534805069568811	0.526969279515085	0.508860724617716	0.5167543738807	0.551362446617991	0.529493043118887	0.498339991734399	0.452257886761262	0.461480920236947	0.42169031547045	0.491496073839372
KLF5_25053715_ChIP.Seq_YYC3_Human	0.482337473888986	0.480958015084592	0.481853363736386	0.462535120309984	0.459169071803294	0.461476089487028	0.452797825012358	0.470219970341078	0.446924800280644	0.435880359734026	0.446142665794971	0.477219077384274	0.460561366861735	0.467101398434136	0.455948527418558	0.480385964632532	0.476984038397143	0.490040980339005	0.482060338366846	0.437386028415161	0.440014590276338	0.463239041347089	0.459353881970245	0.459915567745125	0.463081577982237	0.491402580007335	0.440405737247461	0.444418701066764	0.435173648206911	0.427182402372714	0.441377465597245	0.454671041091959	0.456480394814472	0.475497424776362	0.470281520577871	0.460042016806723	0.460832283577568	0.460051903114187	0.449293049288026	0.457771594406263	0.445352080110982	0.421902715545421	0.43073971903752	0.45548849520833
KLF5_20875108_ChIP.Seq_MESCs_Mouse	0.504932293773124	0.506112808759868	0.511965352986114	0.506391422879312	0.487867029164607	0.495575128447101	0.480073398343295	0.501017166224779	0.497592159858596	0.493437364250513	0.493261807396756	0.502333168561542	0.497054254857023	0.495395377402298	0.489675324675325	0.49692453451969	0.49176710256295	0.503138453242259	0.49039020955976	0.484683937746221	0.480202669303015	0.499608966581285	0.50121331955242	0.497438322922752	0.500167468056741	0.496093036144939	0.496740065009961	0.494220030258093	0.490505774502314	0.494355817193187	0.485574529276951	0.478535253673662	0.475291646070193	0.494275079015563	0.492244641171977	0.490705747539658	0.494310879431987	0.490516035291122	0.495188439011968	0.483492712593059	0.487642639943678	0.483120777722854	0.479127083988676	0.470800865800866
PHF8_20622853_ChIP.Seq_HELA_Human	0.51554697328033	0.515638051627837	0.518792582901424	0.501222512957279	0.468167362753485	0.476578020429729	0.457749962260353	0.500820963115785	0.480300407588185	0.473638353545011	0.485770895184421	0.488379711165904	0.48063075529613	0.489502591455744	0.480638303225482	0.495920344185578	0.481647964575052	0.501096714134756	0.488815729884768	0.478052885824989	0.479352890856942	0.495621697780909	0.507344135258894	0.502843304986665	0.511898052634227	0.447899914456801	0.493019171740552	0.497641523675338	0.448594323957128	0.476976047904192	0.486411965983998	0.432667438232778	0.429599204951442	0.491683943038293	0.490588990087053	0.478472047501635	0.480337392442007	0.476440144920244	0.494265083278821	0.49032556735269	0.494486237608816	0.473923916872138	0.473581240879585	0.461126402656871
PHF8_20622854_ChIP.Seq_HELA_Human	0.474426095749503	0.475218173576485	0.470028871299557	0.492265769378291	0.476392273091809	0.478890895777398	0.48738407894278	0.500675476829736	0.476390250706092	0.471196624707974	0.47807517695875	0.470058649185815	0.4664300707835	0.467120750374839	0.461515743226751	0.482160186896335	0.486851494124621	0.50917479688971	0.498788590955054	0.483476620523728	0.472904355103037	0.470656368771575	0.469334704836291	0.472906098539001	0.468475121168799	0.507686599951184	0.461053941908714	0.466350709578437	0.473175354789219	0.471748387321734	0.472162279019492	0.480987342654904	0.48388793193626	0.487158129641898	0.479071585480665	0.471110777921127	0.475023536385509	0.473771261201576	0.461802573311482	0.472149726280554	0.470462428954984	0.473970431326057	0.466788590955054	0.488690888803654
NMYC_18555785_Chip.Seq_ESCs_Mouse	0.477215315464289	0.477343996632642	0.479779919123284	0.475125599434765	0.440652275221359	0.441601298837961	0.438205980066445	0.472377144059771	0.460752544309316	0.443344207092497	0.441017122412471	0.4730784263616	0.449787285218202	0.462415177162099	0.429997895401452	0.46327009515792	0.445972850678733	0.47843327670961	0.465833947174576	0.431144600953082	0.45514814870492	0.445370183851716	0.444292328738293	0.446250808015514	0.449778566167075	0.475968340824702	0.443767532057546	0.447828505284046	0.43132920431142	0.427455239698742	0.431150313434855	0.42890365448505	0.432707866688715	0.449628237699373	0.447013424332166	0.447571744261211	0.448676207513417	0.45624253994979	0.461370394311571	0.461613475443845	0.459196344011665	0.442603989717533	0.439081192405406	0.433787074758347
NMYC_18555785_Chip.Seq_ESCs_Mouse.1	0.477215315464289	0.477343996632642	0.479779919123284	0.475125599434765	0.440652275221359	0.441601298837961	0.438205980066445	0.472377144059771	0.460752544309316	0.443344207092497	0.441017122412471	0.4730784263616	0.449787285218202	0.462415177162099	0.429997895401452	0.46327009515792	0.445972850678733	0.47843327670961	0.465833947174576	0.431144600953082	0.45514814870492	0.445370183851716	0.444292328738293	0.446250808015514	0.449778566167075	0.475968340824702	0.443767532057546	0.447828505284046	0.43132920431142	0.427455239698742	0.431150313434855	0.42890365448505	0.432707866688715	0.449628237699373	0.447013424332166	0.447571744261211	0.448676207513417	0.45624253994979	0.461370394311571	0.461613475443845	0.459196344011665	0.442603989717533	0.439081192405406	0.433787074758347
NMYC_18555785_Chip.Seq_ESCs_Mouse.2	0.477215315464289	0.477343996632642	0.479779919123284	0.475125599434765	0.440652275221359	0.441601298837961	0.438205980066445	0.472377144059771	0.460752544309316	0.443344207092497	0.441017122412471	0.4730784263616	0.449787285218202	0.462415177162099	0.429997895401452	0.46327009515792	0.445972850678733	0.47843327670961	0.465833947174576	0.431144600953082	0.45514814870492	0.445370183851716	0.444292328738293	0.446250808015514	0.449778566167075	0.475968340824702	0.443767532057546	0.447828505284046	0.43132920431142	0.427455239698742	0.431150313434855	0.42890365448505	0.432707866688715	0.449628237699373	0.447013424332166	0.447571744261211	0.448676207513417	0.45624253994979	0.461370394311571	0.461613475443845	0.459196344011665	0.442603989717533	0.439081192405406	0.433787074758347
BCL6_25482012_ChIP.Seq_CML.JURL.MK1_Human	0.486773448773449	0.485166793990323	0.489252610134963	0.484905525846702	0.473131992190816	0.477146167557932	0.474705457940752	0.506489517018929	0.491913504795858	0.480101094983448	0.477263305322129	0.483929547576606	0.476253458959341	0.479240132416603	0.475141074611663	0.476255496137849	0.485254732195909	0.503089805619217	0.495073083778966	0.477447415329768	0.476703420762244	0.47749961802903	0.474819285289874	0.474855190561073	0.474490960020372	0.493700959171547	0.464884984296749	0.465897631779985	0.469381970970206	0.469610814022579	0.466308293014175	0.484561157796452	0.487457431457431	0.483553857906799	0.486103641456583	0.47602300314065	0.477150836092013	0.475376538494186	0.468665308547661	0.475365588659706	0.470125371360665	0.467915541974366	0.463598251421781	0.471408793820559
BCL6_27268052_Chip.Seq_Bcells_Human	0.485741393331526	0.484553437673881	0.483407784166298	0.493715312950307	0.497626371431425	0.492231884264742	0.502397026722404	0.511542066741807	0.491910088313764	0.488371046211354	0.490665349331583	0.490440356108488	0.491517527214621	0.49025923442382	0.473295644233924	0.49040975303534	0.49741935483871	0.512272545690602	0.506994193263044	0.49658158679431	0.476282974989656	0.479862678517927	0.477498466279551	0.477253427686864	0.47601289751894	0.520044870240116	0.472051475938423	0.474779144255325	0.482648128861052	0.483159892140218	0.478585196387553	0.513353069580973	0.513580630894123	0.508339016421509	0.500161147650911	0.497490119986874	0.503607809847199	0.507093992095989	0.484814598165242	0.493597466151146	0.484625058852064	0.485273715598294	0.478018789858898	0.497761552838453
BCL6_25482012_ChIP.Seq_CML.JURL.MK1_Human.1	0.486773448773449	0.485166793990323	0.489252610134963	0.484905525846702	0.473131992190816	0.477146167557932	0.474705457940752	0.506489517018929	0.491913504795858	0.480101094983448	0.477263305322129	0.483929547576606	0.476253458959341	0.479240132416603	0.475141074611663	0.476255496137849	0.485254732195909	0.503089805619217	0.495073083778966	0.477447415329768	0.476703420762244	0.47749961802903	0.474819285289874	0.474855190561073	0.474490960020372	0.493700959171547	0.464884984296749	0.465897631779985	0.469381970970206	0.469610814022579	0.466308293014175	0.484561157796452	0.487457431457431	0.483553857906799	0.486103641456583	0.47602300314065	0.477150836092013	0.475376538494186	0.468665308547661	0.475365588659706	0.470125371360665	0.467915541974366	0.463598251421781	0.471408793820559
BCL6_27268052_Chip.Seq_Bcells_Human.1	0.485741393331526	0.484553437673881	0.483407784166298	0.493715312950307	0.497626371431425	0.492231884264742	0.502397026722404	0.511542066741807	0.491910088313764	0.488371046211354	0.490665349331583	0.490440356108488	0.491517527214621	0.49025923442382	0.473295644233924	0.49040975303534	0.49741935483871	0.512272545690602	0.506994193263044	0.49658158679431	0.476282974989656	0.479862678517927	0.477498466279551	0.477253427686864	0.47601289751894	0.520044870240116	0.472051475938423	0.474779144255325	0.482648128861052	0.483159892140218	0.478585196387553	0.513353069580973	0.513580630894123	0.508339016421509	0.500161147650911	0.497490119986874	0.503607809847199	0.507093992095989	0.484814598165242	0.493597466151146	0.484625058852064	0.485273715598294	0.478018789858898	0.497761552838453
BCL6_25482012_ChIP.Seq_CML.JURL.MK1_Human.2	0.486773448773449	0.485166793990323	0.489252610134963	0.484905525846702	0.473131992190816	0.477146167557932	0.474705457940752	0.506489517018929	0.491913504795858	0.480101094983448	0.477263305322129	0.483929547576606	0.476253458959341	0.479240132416603	0.475141074611663	0.476255496137849	0.485254732195909	0.503089805619217	0.495073083778966	0.477447415329768	0.476703420762244	0.47749961802903	0.474819285289874	0.474855190561073	0.474490960020372	0.493700959171547	0.464884984296749	0.465897631779985	0.469381970970206	0.469610814022579	0.466308293014175	0.484561157796452	0.487457431457431	0.483553857906799	0.486103641456583	0.47602300314065	0.477150836092013	0.475376538494186	0.468665308547661	0.475365588659706	0.470125371360665	0.467915541974366	0.463598251421781	0.471408793820559
BCL6_27268052_Chip.Seq_Bcells_Human.2	0.485741393331526	0.484553437673881	0.483407784166298	0.493715312950307	0.497626371431425	0.492231884264742	0.502397026722404	0.511542066741807	0.491910088313764	0.488371046211354	0.490665349331583	0.490440356108488	0.491517527214621	0.49025923442382	0.473295644233924	0.49040975303534	0.49741935483871	0.512272545690602	0.506994193263044	0.49658158679431	0.476282974989656	0.479862678517927	0.477498466279551	0.477253427686864	0.47601289751894	0.520044870240116	0.472051475938423	0.474779144255325	0.482648128861052	0.483159892140218	0.478585196387553	0.513353069580973	0.513580630894123	0.508339016421509	0.500161147650911	0.497490119986874	0.503607809847199	0.507093992095989	0.484814598165242	0.493597466151146	0.484625058852064	0.485273715598294	0.478018789858898	0.497761552838453
JUN_21703547_ChIP.Seq_K562_Human	0.482288707909531	0.485889778071116	0.485701439060898	0.486215187337207	0.4685074310229	0.47013176659163	0.454304218180961	0.484291607245984	0.492137612408217	0.478997725317336	0.46919513948637	0.483172651949981	0.467938760356878	0.477535328296817	0.465328414675828	0.462540101594635	0.467035958843565	0.486420615932207	0.484999941070397	0.478114252713708	0.463910922012564	0.484863106532936	0.487875823541198	0.486406354968355	0.487457776939668	0.477216401287023	0.470475208316146	0.474861927940882	0.459679069383714	0.454759154713779	0.456961000388935	0.43212806581258	0.43291477600858	0.493561587327778	0.4832430138956	0.486732471389678	0.491444364562094	0.488413850813818	0.483102407863566	0.469608589578889	0.459857154643063	0.454193901964713	0.455163765365894	0.449056301342416
JUND_26020271_ChIP.Seq_SMOOTH_MUSCLE_Human	0.476826115061409	0.477795422154033	0.484607051346952	0.48280535198324	0.469239414023255	0.466936005171299	0.46657899860593	0.488230854899884	0.475143417886154	0.449207093402699	0.45747603211813	0.491806995272623	0.473026767704301	0.482363610875305	0.464004096541304	0.484161883474428	0.469907399475082	0.488059983956511	0.484228393859861	0.465044586880164	0.450158487862244	0.481701778023536	0.477967149788553	0.477975249413945	0.48333065941854	0.478179920717128	0.459397901885499	0.465693647245738	0.426410230449919	0.432221867430939	0.435732120466352	0.465547853988676	0.463281594380106	0.487845966931722	0.486357115598788	0.481465175504864	0.486543562744838	0.484510167366298	0.478574855336018	0.459657946589201	0.452058473064852	0.425074337427279	0.438945179554676	0.460012383081129
JUN_26020271_ChIP.Seq_SMOOTH_MUSCLE_Human	0.486800520946386	0.488440416757109	0.493626624081367	0.482361856181587	0.474045474278272	0.476019333932835	0.472735976309343	0.488031566870291	0.475286830599398	0.449967363329095	0.46453866786567	0.492867220689014	0.476778814846972	0.484520760333654	0.47629794722317	0.490724286024373	0.476867577289218	0.4861264690378	0.481739433780892	0.470078917175726	0.450213494992093	0.487216115228379	0.482263558559955	0.482923036373221	0.485705758318087	0.47738588793451	0.467834118887407	0.469659989457037	0.428035442959472	0.434232999472852	0.439989612080995	0.464556032745201	0.464007953735	0.489768674997674	0.484320986697262	0.482031225774443	0.489436881763776	0.485586529814878	0.483158392508295	0.463195060311948	0.460645058761512	0.429271837886446	0.444706890136128	0.461790210549164
CJUN_26792858_Chip.Seq_BT549_Human	0.537453825974834	0.537248677248677	0.541982748655018	0.523803565870793	0.502794806811613	0.507151660664266	0.49086203370237	0.508694144324396	0.499527633275532	0.486750700280112	0.476731047974745	0.517334756124672	0.501953848205949	0.516104664087857	0.5079518029434	0.517007869814592	0.510789382419635	0.493475167844916	0.489205548886221	0.48872268907563	0.476562980747855	0.525266995687164	0.519956960562003	0.519947356720466	0.527106309190343	0.501493219510026	0.498824062958517	0.498786892534792	0.454694500022231	0.454224978880441	0.463083811302299	0.475744964652528	0.470598995153617	0.518843715263883	0.514423013649904	0.510091414343515	0.51106700457961	0.515271797607932	0.511667689297941	0.495736250055578	0.490865323907341	0.450268640789649	0.466237339380197	0.475529945311458
JUND_26020271_ChIP.Seq_SMOOTH_MUSCLE_Human.1	0.476826115061409	0.477795422154033	0.484607051346952	0.48280535198324	0.469239414023255	0.466936005171299	0.46657899860593	0.488230854899884	0.475143417886154	0.449207093402699	0.45747603211813	0.491806995272623	0.473026767704301	0.482363610875305	0.464004096541304	0.484161883474428	0.469907399475082	0.488059983956511	0.484228393859861	0.465044586880164	0.450158487862244	0.481701778023536	0.477967149788553	0.477975249413945	0.48333065941854	0.478179920717128	0.459397901885499	0.465693647245738	0.426410230449919	0.432221867430939	0.435732120466352	0.465547853988676	0.463281594380106	0.487845966931722	0.486357115598788	0.481465175504864	0.486543562744838	0.484510167366298	0.478574855336018	0.459657946589201	0.452058473064852	0.425074337427279	0.438945179554676	0.460012383081129
ZNF217_24962896_ChIP.Seq_MCF.7_Human	0.509792752769898	0.51420392870524	0.512734892683188	0.489459829791789	0.441757426537494	0.452836589412835	0.420155756570144	0.473159449767168	0.459948295241664	0.434149547717176	0.444194829524166	0.480654177594605	0.460156398865279	0.478268586415458	0.458009313279452	0.487826045067709	0.474316544452176	0.480349729700798	0.463936198683295	0.366082963121554	0.43244361183964	0.496129422469625	0.486834020232297	0.489746828667773	0.500127388535032	0.466883155810095	0.453768452603972	0.466514585452015	0.400585023818445	0.404058770004817	0.409748755553177	0.405393138146979	0.399549322913879	0.477807632607183	0.469293368302735	0.4485235775839	0.453182144195258	0.440848793020393	0.427948616389231	0.441663330300273	0.424236471658727	0.373780442113151	0.393928598190869	0.423007011721886
ESRRB_18555785_ChIP.Seq_MESCs_Mouse	0.425153775378765	0.419999018585536	0.422915414340919	0.440558670183402	0.391357541556769	0.379015395939398	0.397770717045942	0.453688768938232	0.422005275102742	0.398907072317978	0.405315831442066	0.431336073115378	0.395892412439428	0.406711034778875	0.404243636140588	0.433637858062933	0.423041648776299	0.458888548119978	0.443577255719806	0.388715819174385	0.364084401643869	0.406584677666687	0.409799668772619	0.410649941728516	0.409720542231491	0.474083788259829	0.381730601729743	0.387562166472428	0.3875154266086	0.387436300067472	0.375816843525731	0.382352941176471	0.378947310310986	0.439805066552168	0.420040851377047	0.407031834631663	0.404900325093541	0.414569588419309	0.37281064834693	0.387760780224499	0.368461632828314	0.381608783659449	0.376640618291112	0.389886646629455
ESRRB_18555785_Chip.Seq_ESCs_Mouse	0.47810509918253	0.480221374263991	0.480912793688904	0.479454638998457	0.446319527811124	0.448904275996113	0.448705768021494	0.476532184302292	0.473633310467044	0.447204739038473	0.452257617332647	0.476372549019608	0.454915823472246	0.466378551420568	0.440745869776482	0.469255559366604	0.454342022523295	0.479568970445321	0.466808723489396	0.438206997084548	0.455365003144115	0.455642256902761	0.455917081118162	0.456356399702738	0.459659149374035	0.485679414622992	0.44714157091408	0.45165923512262	0.444606556908478	0.432124849939976	0.437462985194078	0.43767421254216	0.440191648087807	0.451373692334076	0.449791773852398	0.447858000342994	0.455993969016178	0.45862159149374	0.466075716000686	0.460560509918253	0.456953209855371	0.445389870233808	0.440622963471103	0.44211641799577
